标题,日期,阅读次数,正文
宁夏回族自治区主席刘慧在银川市调研扶贫开发及生态移民工作,2014/05/15,267,宁夏回族自治区主席刘慧在银川市调研扶贫开发及生态移民工作
中国和非洲联盟加强中非减贫合作纲要(全文),2014/05/15,344,中国和非洲联盟加强中非减贫合作纲要(全文)
国务院扶贫办党组中心组召开学习研讨会,2014/05/15,198,国务院扶贫办党组中心组召开学习研讨会
农民日报--精准扶贫看毕节：重在准贵在精落在效,2014/05/15,412,农民日报--精准扶贫看毕节：重在准贵在精落在效
刘伟平：科学精准推进扶贫不辜负总书记重托,2014/05/15,189,刘伟平：科学精准推进扶贫不辜负总书记重托
国务院扶贫办党组成员、行政人事司司长司树杰调研聊城特色黑猪养殖基地,2014/05/15,409,国务院扶贫办党组成员、行政人事司司长司树杰调研聊城特色黑猪养殖基地
今年交通扶贫主抓八项工作,2014/05/15,214,今年交通扶贫主抓八项工作
专委会主任范小建赴浙江调研扶贫开发工作,2014/05/14,164,专委会主任范小建赴浙江调研扶贫开发工作
中央国家机关工委常大光走访我办基层党支部联系点,2014/05/12,196,中央国家机关工委常大光走访我办基层党支部联系点
全国水利扶贫规划滇桂黔石漠化片区水利扶贫实施方案印发,2014/05/07,319,全国水利扶贫规划滇桂黔石漠化片区水利扶贫实施方案印发
汪洋：搞好精准扶贫强化机制保障加快贫困群众脱贫致富步伐,2014/05/07,182,汪洋：搞好精准扶贫强化机制保障加快贫困群众脱贫致富步伐
国务院扶贫办举办共济大讲堂2014年第2讲,2014/05/06,173,国务院扶贫办举办共济大讲堂2014年第2讲
国务院扶贫办机关团委组织开展“走进嘉年华领略多彩农业”五四青年节主题团...,2014/05/06,240,国务院扶贫办机关团委组织开展“走进嘉年华领略多彩农业”五四青年节主题团日活动
中国扶贫基金会爱心包裹项目全国31地同步启动,2014/05/05,391,中国扶贫基金会爱心包裹项目全国31地同步启动
中央国家机关五一劳动奖状奖章颁奖仪式在京举行,2014/04/30,479,中央国家机关五一劳动奖状奖章颁奖仪式在京举行
江西省委副书记尚勇：深入推进扶贫开发工作,2014/04/29,175,江西省委副书记尚勇：深入推进扶贫开发工作
全国调研督查联络员业务培训班在京举办,2014/04/28,2014-04-28,全国调研督查联络员业务培训班在京举办
工业和信息化部等5部门联合推进贫困村信息化工作,2014/04/28,180,工业和信息化部等5部门联合推进贫困村信息化工作
新华网：变“漫灌”为“滴灌”中国有序推进精准扶贫,2014/04/28,174,新华网：变“漫灌”为“滴灌”中国有序推进精准扶贫
刘永富主任出席全国扶贫宣传工作座谈会并在山西调研,2014/04/28,183,刘永富主任出席全国扶贫宣传工作座谈会并在山西调研
谢伏瞻主持召开省政府常务会议研究贫困山区群众脱贫等工作,2014/04/28,176,谢伏瞻主持召开省政府常务会议研究贫困山区群众脱贫等工作
黑龙江省省长陆昊同志专题听取扶贫开发工作的汇报,2014/04/28,170,黑龙江省省长陆昊同志专题听取扶贫开发工作的汇报
王国良副主任出席重庆市学习中办25号文件及市委9号文件专题培训班并讲话,2014/04/24,159,王国良副主任出席重庆市学习中办25号文件及市委9号文件专题培训班并讲话
国务院扶贫办召开座谈会听取对改进贫困县考核工作的意见,2014/04/24,193,国务院扶贫办召开座谈会听取对改进贫困县考核工作的意见
国务院办公厅发布《关于金融服务“三农”发展的若干意见》,2014/04/22,212,国务院办公厅发布《关于金融服务“三农”发展的若干意见》
郑文凯副主任到重庆调研社会扶贫工作,2014/04/21,83,郑文凯副主任到重庆调研社会扶贫工作
江苏省副省长徐鸣出席黄墩湖滞洪区整体帮扶工作联席会议项目推进会,2014/04/21,90,江苏省副省长徐鸣出席黄墩湖滞洪区整体帮扶工作联席会议项目推进会
海南将减少贫困人口数量作为扶贫重点市县考核主要指标,2014/04/17,101,海南将减少贫困人口数量作为扶贫重点市县考核主要指标
国务院扶贫办机关党委传达学习习近平总书记兰考重要讲话精神,2014/04/17,222,国务院扶贫办机关党委传达学习习近平总书记兰考重要讲话精神
刘永富主任与中宣部负责同志座谈扶贫宣传等工作,2014/04/17,262,刘永富主任与中宣部负责同志座谈扶贫宣传等工作
郑文凯副主任会见国际马铃薯中心魏蓓娜主任,2014/04/16,160,郑文凯副主任会见国际马铃薯中心魏蓓娜主任
2014年中国贫困问题与救助扶贫政策研讨会在京举行,2014/04/15,292,2014年中国贫困问题与救助扶贫政策研讨会在京举行
刘永富主任在看望广西壮族自治区扶贫办干部职工时的讲话,2014/04/15,283,刘永富主任在看望广西壮族自治区扶贫办干部职工时的讲话
刘永富主任在在湖南省调研25号文件贯彻落实情况座谈会上的讲话,2014/04/15,193,刘永富主任在在湖南省调研25号文件贯彻落实情况座谈会上的讲话
刘永富主任在甘肃省调研25号文件贯彻落实情况座谈会上的讲话,2014/04/15,276,刘永富主任在甘肃省调研25号文件贯彻落实情况座谈会上的讲话
刘永富主任在对口帮扶贵州工作恳谈会上的讲话,2014/04/15,1046,刘永富主任在对口帮扶贵州工作恳谈会上的讲话
刘永富主任在湖北调研座谈时的讲话,2014/04/15,331,刘永富主任在湖北调研座谈时的讲话
刘永富主任出席全国扶贫开发金融服务工作电视电话会议并讲话,2014/04/11,225,刘永富主任出席全国扶贫开发金融服务工作电视电话会议并讲话
国务院扶贫办关于印发《扶贫开发建档立卡工作方案》的通知,2014/04/11,8680,国务院扶贫办关于印发《扶贫开发建档立卡工作方案》的通知
贵州省全面启动建档立卡扶贫工作“一号工程”,2014/04/11,182,贵州省全面启动建档立卡扶贫工作“一号工程”
中国扶贫基金会与29家国内外NGO共同发布人道救援网络北川宣言,2014/04/11,187,中国扶贫基金会与29家国内外NGO共同发布人道救援网络北川宣言
王国良支招重庆扶贫:精准扶贫激发165万贫困户的脱贫动力,2014/04/10,78,王国良支招重庆扶贫:精准扶贫激发165万贫困户的脱贫动力
中国人民银行财政部银监会证监会保监会扶贫办共青团中央关于全面做...,2014/04/10,3436,中国人民银行财政部银监会证监会保监会扶贫办共青团中央关于全面做好扶贫开发金融服务工作的指导意见
深入贯彻中央扶贫工作战略部署全面做好扶贫开发金融服务工作——七部门联...,2014/04/10,210,深入贯彻中央扶贫工作战略部署全面做好扶贫开发金融服务工作——七部门联合召开全国扶贫开发金融服务工作电视电话会议
打赢全面建成小康社会的扶贫攻坚战（深入学习贯彻习近平同志系列重要讲话精神...,2014/04/09,362,打赢全面建成小康社会的扶贫攻坚战（深入学习贯彻习近平同志系列重要讲话精神）
国务院参事来扶贫办调研座谈,2014/04/09,235,国务院参事来扶贫办调研座谈
海南省委省政府今年扶贫开发等十大民生实事确定,2014/02/11,174,海南省委省政府今年扶贫开发等十大民生实事确定
"宁夏""双到扶贫""三年投入3.2亿使15万多贫困户增收",2014/02/07,75,"宁夏""双到扶贫""三年投入3.2亿使15万多贫困户增收"
刘永富主任一行到贵州、广西、广东调研25号文件贯彻落实情况并慰问贫困农户,2014/01/29,35,刘永富主任一行到贵州、广西、广东调研25号文件贯彻落实情况并慰问贫困农户
郑文凯副主任赴辽宁、吉林调研慰问,2014/01/26,120,郑文凯副主任赴辽宁、吉林调研慰问
《关于创新机制扎实推进农村扶贫开发工作的意见》印发（全文）,2014/01/25,523,《关于创新机制扎实推进农村扶贫开发工作的意见》印发（全文）
蒋晓华一行深入兰州永登调研甘肃省扶贫开发工作,2014/01/20,195,蒋晓华一行深入兰州永登调研甘肃省扶贫开发工作
赵克志：精准扶贫是要“到人到户”关键在干部,2014/01/20,97,赵克志：精准扶贫是要“到人到户”关键在干部
西藏建精准扶贫机制2014年计划减13万贫困人口,2014/01/20,257,西藏建精准扶贫机制2014年计划减13万贫困人口
王国良副主任一行到四川湖南调研慰问,2014/01/20,63,王国良副主任一行到四川湖南调研慰问
国家扶贫开发重点县”经三次调整数量逐步减少,2014/01/18,635,国家扶贫开发重点县”经三次调整数量逐步减少
刘永富主任在贵州省调研,2014/01/17,212,刘永富主任在贵州省调研
赵克志陈敏尔会见国务院扶贫办主任刘永富一行,2014/01/16,173,赵克志陈敏尔会见国务院扶贫办主任刘永富一行
陈武在南宁会见刘永富进一步加强扶贫开发工作,2014/01/16,155,陈武在南宁会见刘永富进一步加强扶贫开发工作
国务院扶贫办召开办机关2013年度述职工作会议,2014/01/15,154,国务院扶贫办召开办机关2013年度述职工作会议
《中国扶贫》2014年首期杂志发表刘永富署名文章,2014/01/15,287,《中国扶贫》2014年首期杂志发表刘永富署名文章
梁振英今发施政报告：扶贫安老民为本推地建屋助上车,2014/01/15,129,梁振英今发施政报告：扶贫安老民为本推地建屋助上车
汪洋：以改革创新为动力扎实推进扶贫开发工作,2014/01/12,177,汪洋：以改革创新为动力扎实推进扶贫开发工作
国务院扶贫办高度重视19县扶贫资金审计公告,2013/12/28,229,国务院扶贫办高度重视19县扶贫资金审计公告
农民日报：中国扶贫攻坚伟大历程的现实观照,2013/10/22,909,农民日报：中国扶贫攻坚伟大历程的现实观照
甘肃省推进产业扶贫开发与灾后重建项目结合建设,2013/10/21,269,甘肃省推进产业扶贫开发与灾后重建项目结合建设
新华网：扶贫投入大幅增加年均减贫3300余万人,2013/10/18,63,新华网：扶贫投入大幅增加年均减贫3300余万人
汪洋出席减贫与发展高层论坛开幕式并致辞,2013/10/17,151,汪洋出席减贫与发展高层论坛开幕式并致辞
李鸿忠：奋力推进连片特困地区大发展,2013/10/17,207,李鸿忠：奋力推进连片特困地区大发展
王国生：全面推进连片特困地区区域发展与扶贫攻坚工作,2013/10/17,314,王国生：全面推进连片特困地区区域发展与扶贫攻坚工作
郑文凯副主任会见丹麦绫致集团创始人,2013/10/16,252,郑文凯副主任会见丹麦绫致集团创始人
范小建：深化扶贫贴息贷款改革大力支持小额信贷,2013/10/15,255,范小建：深化扶贫贴息贷款改革大力支持小额信贷
国务院扶贫办：将深入推进扶贫开发机制体制改革,2013/10/14,261,国务院扶贫办：将深入推进扶贫开发机制体制改革
集中连片特困地区残疾人扶贫工作研讨会在巴中市召开,2013/10/14,46,集中连片特困地区残疾人扶贫工作研讨会在巴中市召开
国务院扶贫办认真学习贯彻习近平总书记等中央领导同志重要讲话精神，深入推进...,2013/10/11,178,国务院扶贫办认真学习贯彻习近平总书记等中央领导同志重要讲话精神，深入推进教育实践活动
李克强：筑牢扶贫资金管理使用的“高压线”,2013/10/09,56,李克强：筑牢扶贫资金管理使用的“高压线”
驻厄瓜多尔大使王士雄会见国务院扶贫办主任范小建一行,2013/10/08,164,驻厄瓜多尔大使王士雄会见国务院扶贫办主任范小建一行
范小建主任率中国扶贫代表团访问厄瓜多尔、格林纳达、世界银行和联合国开发计...,2013/10/08,219,范小建主任率中国扶贫代表团访问厄瓜多尔、格林纳达、世界银行和联合国开发计划署
